Post ID,audience_id,platform_id,sentiment_id,Likes,Comments,Shares,Reach,Impressions,Engagement Rate
13470,4921,2,3,262,186,105,3010,9878,18.37
13471,4922,2,1,608,6,43,3896,3355,16.86
13472,4923,1,2,239,24,160,3595,1096,11.77
13473,4924,3,1,763,281,50,2217,6470,49.35
13475,4925,2,1,705,420,71,2540,2710,47.09
13487,4926,4,1,379,38,160,4394,5562,13.13
13488,4927,4,1,330,70,135,3423,6760,15.63
13491,4928,1,1,281,333,70,4044,3487,16.91
13493,4929,1,1,378,109,59,4001,2541,13.65
13495,4930,3,1,474,353,185,1225,3643,82.61
13500,4931,1,1,989,171,90,1408,1663,88.78
13503,4932,3,2,30,319,179,3321,6897,15.9
13504,4933,1,2,683,279,147,3318,4446,33.42
13508,4934,3,3,241,416,24,3033,9411,22.45
13512,4935,1,1,979,195,71,2913,5121,42.74
13513,4936,4,3,207,272,124,1962,2471,30.73
13514,4937,4,1,950,137,13,2032,6490,54.13
13515,4938,1,3,986,387,86,4925,7896,29.62
13521,4939,3,1,308,453,149,929,4214,97.95
13523,4940,1,1,566,303,146,1893,8104,53.62
13527,4941,4,3,364,40,27,3167,1067,13.61
13529,4942,1,2,80,305,88,1957,4758,24.17
13531,4943,4,1,561,263,28,1027,2261,82.96
13533,4944,4,2,736,9,70,3461,1269,23.55
13536,4945,3,1,738,356,165,4440,4419,28.36
13537,4946,4,2,496,419,110,2402,5068,42.67
13539,4947,1,3,79,201,199,2415,2558,19.83
13543,4948,2,3,751,500,155,3992,2425,35.22
13544,4949,1,1,257,304,43,2306,6208,26.19
13545,4950,2,1,285,236,39,1507,3917,37.16
13546,4951,2,1,13,192,2,3045,8697,6.8
13551,4952,1,3,993,363,33,4648,2102,29.88
13552,4953,4,1,415,272,37,4057,4475,17.85
13558,4954,3,1,130,146,85,4813,4722,7.5
13560,4955,1,1,125,266,139,3247,6802,16.32
13564,4956,4,3,722,84,60,4373,4250,19.8
13566,4957,4,1,664,237,153,1564,9672,67.39
13569,4958,4,1,50,402,32,4152,9716,11.66
13570,4959,4,3,274,215,26,2735,6160,18.83
13571,4960,2,1,159,413,183,3560,1152,21.21
13572,4961,3,1,285,142,11,1522,7708,28.78
13581,4962,1,2,686,148,142,2811,5999,34.72
13588,4963,2,3,52,83,175,2057,7922,15.07
13590,4964,3,2,689,273,145,2215,5601,49.98
13592,4965,3,3,70,246,168,3864,5083,12.53
13594,4966,1,1,391,251,111,4054,5452,18.57
13597,4967,3,1,602,126,103,843,5049,98.58
13598,4968,3,1,838,432,84,4199,7077,32.25
13606,4969,2,3,10,308,62,2927,1816,12.98
13607,4970,2,1,909,115,25,4605,4882,22.78
13614,4971,1,1,318,13,199,4951,5907,10.7
13623,4972,4,1,130,475,120,935,3042,77.54
13624,4973,2,2,384,46,64,912,1662,54.17
13628,4974,3,3,870,423,27,2492,7898,52.97
13629,4975,1,3,101,435,101,3960,2452,16.09
13630,4976,3,1,261,100,56,1786,5913,23.35
13631,4977,2,1,292,438,149,1386,7275,63.42
13632,4978,2,1,135,85,182,749,4203,53.67
13636,4979,1,3,205,329,131,956,7350,69.56
13639,4980,1,2,656,453,27,1443,7423,78.72
13640,4981,4,2,887,100,137,4741,2415,23.71
13641,4982,3,1,912,459,147,4075,7661,37.25
13646,4983,1,3,133,155,119,3362,8287,12.11
13647,4984,1,2,607,312,61,1462,4612,67.03
13650,4985,3,1,16,437,179,1890,6919,33.44
13651,4986,4,3,12,174,111,2972,8586,9.99
13653,4987,4,2,369,63,116,2843,2040,19.28
13658,4988,3,2,190,84,197,3607,1062,13.06
13659,4989,3,2,992,240,0,3101,9532,39.73
13661,4990,1,3,29,480,62,3910,7710,14.6
13662,4991,2,2,863,85,73,4958,9809,20.59
13663,4992,4,1,976,234,168,3853,4795,35.76
13666,4993,4,3,830,366,96,1687,4932,76.59
13670,4994,2,1,498,155,21,1167,6067,57.75
13672,4995,4,1,45,7,9,2463,1951,2.48
13676,4996,1,2,682,273,49,3017,9029,33.28
13680,4997,2,1,447,144,97,1974,8798,34.85
13683,4998,3,1,559,399,198,2343,7372,49.34
13688,4999,2,1,307,30,8,3999,6099,8.63
13690,5000,2,1,547,384,191,4095,6150,27.4
13696,5001,1,2,218,121,40,1191,4961,31.82
13698,5002,2,1,788,174,188,1185,6645,97.05
13700,5003,4,2,282,297,81,2420,7931,27.27
13701,5004,4,1,6,397,44,1573,9672,28.42
13704,5005,2,3,541,420,115,2063,7230,52.16
13705,5006,4,1,575,25,115,4599,9198,15.55
13707,5007,2,3,53,312,98,4097,9137,11.3
13708,5008,4,1,998,237,175,3401,9738,41.46
13709,5009,1,1,44,410,148,2709,8177,22.22
13715,5010,2,1,81,10,26,981,6585,11.93
13723,5011,4,2,261,339,120,3489,3688,20.64
13724,5012,3,1,129,224,103,4719,3342,9.66
13726,5013,3,2,315,482,174,2577,6614,37.68
13727,5014,2,1,136,39,44,1501,7935,14.59
13732,5015,4,1,259,200,6,2264,9108,20.54
13733,5016,3,3,535,55,136,3627,7446,20.02
13738,5017,3,2,258,419,25,1993,7694,35.22
13741,5018,1,1,731,316,123,4848,6593,24.13
13744,5019,1,3,928,38,1,3245,9239,29.8
13745,5020,2,1,464,415,90,2249,1237,43.09
13747,5021,4,1,633,135,58,4506,5327,18.33
13749,5022,4,3,902,472,125,2243,8082,66.83
13750,5023,4,2,509,485,22,4023,1377,25.25
13754,5024,4,2,812,442,192,1522,5786,95.01
13757,5025,2,2,428,299,51,2550,5905,30.51
13758,5026,4,1,598,331,74,1729,1632,58.01
13760,5027,1,1,139,113,96,4513,5985,7.71
13765,5028,3,3,695,247,39,1173,1427,83.63
13767,5029,4,3,999,76,36,1913,7690,58.08
13771,5030,3,1,738,139,137,1632,8602,62.13
13773,5031,4,2,37,40,146,3423,9355,6.51
13776,5032,3,2,736,29,145,1238,7429,73.51
13779,5033,4,3,665,156,41,3977,4950,21.67
13786,5034,1,1,459,103,123,3172,2275,21.6
13790,5035,4,1,101,190,52,4278,3123,8.02
13791,5036,3,3,659,157,112,2814,9064,32.98
13792,5037,2,2,429,309,131,993,3250,87.51
13793,5038,4,1,701,122,28,2143,2906,39.71
13794,5039,2,3,396,74,183,3658,5440,17.85
13798,5040,3,1,566,134,57,4657,7466,16.26
13800,5041,1,3,918,249,166,4174,2516,31.94
13801,5042,3,1,899,100,188,2217,1521,53.54
13803,5043,4,2,159,284,141,4180,7393,13.97
13804,5044,1,1,112,209,172,3121,3398,15.8
13810,5045,4,1,228,29,141,4100,8001,9.71
13811,5046,4,3,957,154,82,3417,2087,34.91
13815,5047,2,1,44,415,177,2868,9112,22.18
13816,5048,2,1,342,270,53,3934,7382,16.9
13817,5049,2,2,930,245,135,2502,5372,52.36
13819,5050,3,3,296,445,101,4170,6935,20.19
13820,5051,3,1,940,240,35,4139,4423,29.35
13821,5052,2,1,835,394,41,2910,4113,43.64
13826,5053,3,1,158,67,154,1305,3236,29.04
13827,5054,3,2,814,301,76,3535,3167,33.69
13831,5055,3,1,255,77,172,1543,6484,32.66
13833,5056,4,1,298,402,87,4913,5100,16.02
13835,5057,3,1,935,212,199,4579,3904,29.4
13837,5058,1,1,382,226,75,2080,6932,32.84
13838,5059,3,2,504,82,175,2380,5603,31.97
13839,5060,2,1,999,69,198,4550,5566,27.82
13840,5061,1,1,137,380,88,3796,7083,15.94
13842,5062,3,1,815,108,117,3281,7959,31.7
13846,5063,1,1,357,310,179,3978,5232,21.27
13847,5064,3,1,161,396,9,4333,2729,13.06
13853,5065,2,2,663,415,150,4568,7551,26.88
13855,5066,1,1,253,406,36,1984,1317,35.03
13858,5067,1,1,231,11,123,3147,1980,11.6
13860,5068,2,1,937,256,99,3486,5361,37.06
13861,5069,4,1,619,84,178,1530,2753,57.58
13864,5070,1,3,585,169,64,4761,8003,17.18
13865,5071,3,1,653,215,148,4648,8557,21.86
13870,5072,2,1,908,218,89,4149,6722,29.28
13871,5073,1,1,333,331,27,4553,4436,15.18
13876,5074,3,2,352,467,13,4562,2617,18.24
13878,5075,1,1,230,211,109,4972,2780,11.06
13884,5076,3,1,384,209,43,4816,4422,13.21
13887,5077,4,3,556,449,197,2472,1063,48.62
13888,5078,4,3,488,483,141,4249,3708,26.17
13889,5079,3,1,883,266,90,2015,4662,61.49
13894,5080,4,1,209,352,72,1694,3139,37.37
13897,5081,4,3,450,235,45,3049,3095,23.94
13900,5082,3,1,333,126,171,2558,5945,24.63
13903,5083,1,1,152,19,37,3952,3470,5.26
13905,5084,3,2,97,5,96,3087,9985,6.41
13907,5085,2,1,270,272,84,3904,8096,16.03
13908,5086,1,2,961,397,141,2426,2179,61.79
13910,5087,1,1,55,391,86,4684,9238,11.36
13919,5088,3,1,249,31,83,2712,3334,13.38
13926,5089,1,2,755,383,30,1478,3463,79.03
13932,5090,4,1,463,323,119,4940,4987,18.32
13933,5091,2,2,956,63,168,3738,9358,31.75
13935,5092,2,1,852,306,104,4265,8135,29.59
13936,5093,4,1,879,302,75,2825,5290,44.46
13939,5094,3,1,895,386,26,3127,7500,41.8
13940,5095,3,1,798,266,6,2450,8065,43.67
13941,5096,1,2,170,320,17,4831,6236,10.49
13942,5097,1,1,261,121,111,1534,9740,32.14
13944,5098,4,1,200,312,154,2738,9363,24.32
13947,5099,4,1,908,234,7,1243,6183,92.44
13948,5100,4,1,868,300,82,2706,7599,46.19
13949,5101,3,2,580,281,0,4251,5077,20.25
13950,5102,1,1,439,368,14,3684,3926,22.29
13953,5103,2,1,125,56,86,2306,3715,11.58
13958,5104,4,1,971,346,137,4348,3512,33.44
13961,5105,1,1,375,482,89,2724,5833,34.73
13963,5106,1,1,507,209,191,1055,6293,85.97
13964,5107,2,1,959,53,6,4356,1670,23.37
13965,5108,3,3,847,164,150,4863,8805,23.87
13967,5109,4,1,375,437,57,2129,7523,40.82
13968,5110,1,3,20,138,6,764,9772,21.47
13969,5111,3,1,828,186,94,2224,7084,49.82
13972,5112,2,1,713,12,71,1184,8964,67.23
13973,5113,3,1,950,475,194,2503,3218,64.68
13978,5114,2,1,270,302,144,795,7373,90.06
13980,5115,1,2,989,213,137,2587,1753,51.76
13981,5116,2,1,382,3,107,1657,1042,29.69
13982,5117,4,1,98,16,187,1555,1173,19.36
13983,5118,3,1,555,433,67,1255,5174,84.06
13990,5119,3,1,186,290,77,4113,8928,13.45
13995,5120,4,1,782,280,26,2715,4749,40.07
13996,5121,1,1,63,459,141,3979,4253,16.66
14003,5122,3,1,44,461,19,3814,2701,13.74
14006,5123,1,1,700,94,30,4466,3812,18.45
14007,5124,4,1,526,61,88,4541,5049,14.86
14009,5125,4,2,636,454,111,4488,6981,26.76
14010,5126,1,1,420,314,68,2518,3712,31.85
14012,5127,3,1,852,290,15,4988,5645,23.2
14015,5128,4,2,566,118,52,3311,1805,22.23
14017,5129,4,3,340,476,160,1500,9066,65.07
14022,5130,2,1,828,82,101,2414,2683,41.88
14023,5131,4,3,848,198,135,2237,6696,52.79
14028,5132,4,3,94,365,141,1260,5832,47.62
14030,5133,4,1,317,60,76,3374,1332,13.43
14031,5134,3,3,561,199,9,3032,6839,25.36
14032,5135,1,1,90,345,123,1499,7139,37.22
14034,5136,4,2,256,57,107,4432,2769,9.48
14037,5137,3,2,591,122,92,3198,2879,25.17
14038,5138,2,2,813,357,15,2913,5281,40.68
14040,5139,4,1,334,104,72,4227,7312,12.07
14042,5140,3,3,433,485,198,3720,6882,30.0
14043,5141,2,1,660,114,159,4729,9393,19.73
14045,5142,2,1,65,252,71,4638,5100,8.37
14048,5143,1,1,87,183,146,2207,4544,18.85
14050,5144,1,3,534,175,169,4257,9033,20.62
14053,5145,4,1,33,37,75,3251,4801,4.46
14054,5146,1,3,597,309,102,2308,4430,43.67
14055,5147,1,1,192,16,31,3206,3035,7.45
14057,5148,4,1,143,93,195,1977,6035,21.8
14060,5149,4,3,154,397,161,3104,6673,22.94
14061,5150,3,1,991,260,5,4184,3116,30.02
14062,5151,3,1,121,120,36,3309,8900,8.37
14063,5152,1,2,10,190,100,4916,7468,6.1
14066,5153,4,1,474,220,55,2137,5157,35.05
14070,5154,4,1,332,189,83,3560,7922,16.97
14071,5155,1,1,546,121,97,4445,3406,17.19
14080,5156,2,1,989,424,56,3184,2278,46.14
14081,5157,1,2,628,258,194,1631,8140,66.22
14083,5158,2,1,547,35,88,4877,9945,13.74
14086,5159,4,3,633,34,19,4162,8328,16.48
14087,5160,1,1,851,470,54,2835,4329,48.5
14090,5161,3,1,807,334,131,4605,3518,27.62
14097,5162,3,1,616,357,117,2007,9546,54.31
14099,5163,4,1,106,420,171,3946,5344,17.66
14101,5164,2,2,297,148,104,1714,9554,32.03
14110,5165,2,2,713,377,35,2973,8710,37.84
14118,5166,3,1,261,65,86,1128,2221,36.52
14119,5167,3,3,975,461,190,2204,1785,73.77
14121,5168,1,1,378,64,197,3965,9133,16.12
14122,5169,4,3,781,236,135,3652,8190,31.54
14124,5170,1,1,759,376,41,2969,9432,39.61
14127,5171,2,1,713,88,163,1594,8116,60.48
14129,5172,3,1,473,461,80,3441,8959,29.47
14135,5173,4,1,66,36,198,2642,4093,11.36
14137,5174,3,1,631,204,119,4100,9369,23.27
14140,5175,2,3,366,261,8,4542,2126,13.98
14141,5176,2,1,172,500,163,4721,4582,17.69
14142,5177,2,1,910,86,73,3619,9748,29.54
14143,5178,3,1,134,148,184,1764,8446,26.42
14146,5179,1,1,238,386,124,3557,9627,21.03
14147,5180,3,3,531,182,180,1474,7173,60.58
14148,5181,1,1,200,384,189,2443,7746,31.64
14149,5182,1,1,967,15,14,3678,9736,27.08
14160,5183,4,1,310,81,171,1599,8227,35.15
14162,5184,1,3,142,251,70,4834,4306,9.58
14164,5185,3,1,310,274,1,3105,7801,18.84
14165,5186,4,1,115,490,49,3866,6075,16.92
14166,5187,1,1,716,338,172,3830,6821,32.01
14167,5188,2,2,884,367,119,2421,9633,56.59
14169,5189,4,2,724,48,177,3680,9558,25.79
14171,5190,3,2,99,457,86,1577,4493,40.71
14172,5191,2,1,810,399,59,4753,7873,26.68
14173,5192,1,1,331,286,3,3632,2284,17.07
14175,5193,3,1,328,98,7,920,8394,47.07
14177,5194,2,2,642,49,187,1501,8307,58.49
14182,5195,2,1,353,356,199,3048,7104,29.79
14184,5196,3,1,359,4,140,681,8503,73.86
14185,5197,4,1,128,247,143,1249,5324,41.47
14191,5198,1,2,944,50,37,3815,9378,27.02
14196,5199,2,1,62,260,15,971,3790,34.71
14199,5200,2,1,651,231,4,3140,9828,28.22
14200,5201,1,1,402,383,192,3797,7084,25.73
14201,5202,3,1,70,259,76,4494,7142,9.01
14202,5203,3,1,681,381,181,3592,1061,34.6
14203,5204,3,2,825,427,38,1837,3598,70.22
14205,5205,2,2,324,173,160,4295,7293,15.3
14210,5206,3,1,547,197,87,1659,1759,50.09
14215,5207,4,1,627,453,66,4597,6414,24.93
14216,5208,2,3,238,17,147,1812,2272,22.19
14222,5209,4,3,326,164,126,1974,9038,31.21
14228,5210,1,1,776,352,123,2963,6096,42.22
14230,5211,1,1,433,345,196,3211,7494,30.33
14234,5212,3,1,735,179,119,1877,1031,55.03
14238,5213,1,1,447,321,85,1406,9297,60.67
14242,5214,1,3,580,362,91,1407,6774,73.42
14243,5215,3,1,473,314,43,2296,2679,36.15
14246,5216,3,3,293,101,10,843,6228,47.92
14247,5217,2,3,618,469,180,2145,6957,59.07
14251,5218,3,1,422,229,71,4692,3258,15.39
14252,5219,2,1,245,369,159,2442,5429,31.65
14257,5220,3,1,760,339,101,3362,6825,35.69
14261,5221,2,1,62,294,0,4363,6755,8.16
14263,5222,4,3,167,93,107,1501,7379,24.45
14265,5223,1,2,437,155,196,4497,3494,17.52
14269,5224,4,1,139,400,151,1579,7973,43.7
14270,5225,2,1,551,426,130,4195,2193,26.39
14272,5226,1,2,964,54,109,1996,4824,56.46
14273,5227,3,2,78,311,79,1393,7594,33.6
14278,5228,2,1,20,387,114,2605,1978,20.0
14279,5229,1,1,525,167,61,1704,6803,44.19
14282,5230,4,1,356,229,193,3028,7189,25.69
14283,5231,1,1,967,52,152,4579,6699,25.57
14285,5232,2,1,117,9,90,2507,4713,8.62
14287,5233,2,3,773,446,117,3121,3946,42.81
14289,5234,1,2,159,116,1,4951,9645,5.57
14290,5235,1,3,409,326,199,4378,2102,21.33
14294,5236,1,2,699,464,122,2665,8388,48.22
14295,5237,1,1,455,147,8,1759,6885,34.68
14296,5238,3,1,875,24,184,3135,1081,34.55
14297,5239,2,1,80,373,139,3303,2629,17.92
14301,5240,4,1,124,58,47,1996,8623,11.47
14310,5241,4,3,884,243,177,4766,7790,27.36
14311,5242,4,1,50,491,29,2539,4910,22.45
14312,5243,4,2,53,152,8,2088,7381,10.2
14313,5244,1,1,194,303,150,2393,2293,27.04
14314,5245,4,2,478,459,65,1937,4018,51.73
14315,5246,1,3,93,332,158,3059,1285,19.06
14316,5247,4,1,773,41,116,4396,7031,21.16
14320,5248,4,1,353,271,102,3622,8059,20.04
14321,5249,2,1,303,136,60,2817,1443,17.71
14327,5250,4,2,412,476,44,4648,9818,20.05
14329,5251,2,3,14,148,176,4356,6955,7.76
14330,5252,4,1,50,147,107,4192,4286,7.25
14331,5253,3,1,61,57,156,956,2122,28.66
14333,5254,4,1,623,491,135,4259,3782,29.33
14334,5255,2,3,231,206,190,2660,3390,23.57
14336,5256,4,1,420,280,105,3482,4437,23.12
14342,5257,3,1,29,330,161,2292,9543,22.69
14349,5258,3,2,969,257,92,1511,7325,87.23
14350,5259,3,3,305,97,6,1433,2589,28.47
14353,5260,3,1,536,54,197,2643,5364,29.78
14354,5261,1,1,417,490,19,1060,9815,87.36
14355,5262,2,3,928,73,89,4800,1142,22.71
14358,5263,1,1,236,177,68,3798,3168,12.66
14361,5264,1,1,694,110,105,4505,1656,20.18
14363,5265,1,1,299,171,10,1593,2939,30.13
14367,5266,1,2,415,458,149,3607,2060,28.33
14368,5267,1,1,585,421,27,2437,7329,42.39
14374,5268,4,1,831,43,14,2245,5921,39.55
14378,5269,4,1,789,146,91,4413,7318,23.25
14379,5270,3,1,843,395,114,1611,6412,83.92
14380,5271,4,3,390,116,173,1260,5170,53.89
14381,5272,1,2,162,69,84,4977,8615,6.33
14382,5273,3,2,140,171,55,2138,4328,17.12
14383,5274,1,3,906,167,169,4951,3902,25.09
14387,5275,1,1,921,78,198,4399,7270,27.21
14388,5276,1,3,839,11,143,2180,5722,45.55
14393,5277,3,1,484,463,196,1137,1447,100.53
14394,5278,2,1,917,166,102,1468,7218,80.72
14396,5279,3,1,472,48,52,2066,1250,27.69
14397,5280,4,1,806,334,108,1447,4826,86.25
14399,5281,2,1,457,43,98,1977,8357,30.25
14400,5282,2,1,979,32,178,2379,1133,49.98
14406,5283,3,1,818,434,31,2537,5553,50.57
14410,5284,4,1,223,427,173,1500,6810,54.87
14413,5285,2,2,896,417,129,2248,1806,64.15
14417,5286,4,1,425,151,199,2036,6942,38.06
14418,5287,4,1,321,218,45,632,7941,92.41
14423,5288,4,1,614,62,31,844,9413,83.77
14426,5289,1,2,722,160,110,1250,3082,79.36
14429,5290,1,1,315,449,47,3931,3374,20.63
14430,5291,1,1,995,242,188,3077,2918,46.31
14436,5292,4,1,754,432,93,4233,8265,30.21
14437,5293,4,3,37,241,43,1582,1951,20.29
14438,5294,3,3,420,393,81,1794,6558,49.83
14439,5295,1,1,90,425,188,2883,2768,24.38
14441,5296,4,1,950,398,11,1908,1855,71.23
14443,5297,3,1,57,239,86,2828,1052,13.51
14447,5298,3,2,776,235,142,2650,7887,43.51
14448,5299,3,1,568,164,113,2357,4887,35.85
14452,5300,4,2,358,121,2,2214,5209,21.73
14459,5301,1,2,605,326,102,2077,4184,49.74
14461,5302,3,2,947,428,33,4003,8545,35.17
14462,5303,3,1,577,379,151,1148,5037,96.43
14463,5304,4,1,514,491,76,3407,5059,31.73
14465,5305,3,3,492,264,65,1520,6160,54.01
14466,5306,4,1,942,300,114,2624,1387,51.68
14469,5307,2,1,87,198,186,991,6412,47.53
14471,5308,1,1,27,227,133,3322,1052,11.65
14473,5309,3,1,275,433,58,4692,4129,16.33
14475,5310,2,2,282,181,136,4356,1021,13.75
14482,5311,1,1,433,249,2,1786,3018,38.3
14485,5312,1,1,140,239,72,4218,1801,10.69
14487,5313,4,1,263,440,103,2115,5382,38.11
14488,5314,3,1,893,53,72,1324,3061,76.89
14490,5315,4,1,508,249,68,4415,5499,18.69
14492,5316,3,1,824,191,172,3837,9102,30.94
14494,5317,1,1,544,96,135,4292,4840,18.06
14497,5318,2,1,354,146,193,4645,5511,14.92
14500,5319,1,1,145,219,102,4877,6993,9.56
14502,5320,4,1,242,233,176,1133,2901,57.46
14505,5321,2,1,970,114,44,4726,3258,23.87
14509,5322,1,1,575,416,189,3451,7699,34.19
14513,5323,2,2,601,184,79,1767,2478,48.9
14514,5324,2,3,75,67,52,4935,7582,3.93
14515,5325,1,1,31,77,111,2074,7717,10.56
14520,5326,3,2,794,216,186,1193,8216,100.25
14523,5327,2,1,895,33,142,3126,8673,34.23
14526,5328,4,3,582,299,108,3258,8250,30.36
14529,5329,1,2,940,175,42,1971,3947,58.7
14533,5330,4,1,88,393,102,4770,4056,12.22
14534,5331,1,3,937,29,142,3744,8002,29.59
14537,5332,4,3,738,120,196,4049,7513,26.03
14539,5333,1,2,834,167,123,3014,8253,37.29
14540,5334,2,1,740,131,17,3215,3323,27.62
14541,5335,2,1,475,453,56,4680,1806,21.03
14544,5336,1,1,408,278,110,1821,4458,43.71
14546,5337,4,1,37,282,69,3979,1647,9.75
14548,5338,3,1,439,45,160,1824,4030,35.31
14550,5339,1,1,685,113,22,3127,7896,26.22
14551,5340,2,1,819,231,187,3158,3802,39.17
14552,5341,4,3,773,73,39,2926,4375,30.25
14553,5342,4,1,194,191,123,3411,1366,14.89
14554,5343,2,3,303,472,146,3495,6726,26.35
14556,5344,4,2,471,419,128,2916,1345,34.91
14557,5345,2,1,860,401,158,3572,8458,39.73
14558,5346,2,3,648,339,19,4287,1057,23.47
14561,5347,2,1,222,170,194,865,7783,67.75
14564,5348,1,1,8,182,117,1363,8170,22.52
14565,5349,4,1,191,92,57,1421,3904,23.93
14566,5350,2,1,847,286,57,1712,2687,69.51
14567,5351,3,1,878,347,76,4661,4569,27.91
14568,5352,4,1,782,119,92,1642,4294,60.48
14570,5353,1,1,545,35,79,1947,5984,33.85
14571,5354,1,1,649,32,121,2575,5464,31.15
14575,5355,1,3,502,458,93,1829,9040,57.57
14576,5356,3,1,654,294,142,2886,1134,37.77
14577,5357,1,1,326,394,18,3900,1956,18.92
14578,5358,1,1,655,26,48,2946,7287,24.75
14579,5359,3,1,110,35,162,4195,6036,7.32
14580,5360,1,2,132,84,156,3444,2333,10.8
14583,5361,3,1,136,218,108,1187,2534,38.92
14588,5362,2,1,622,86,84,1894,5917,41.82
14589,5363,2,1,94,471,119,1499,3304,45.63
14592,5364,1,1,643,450,152,3979,5093,31.29
14595,5365,4,1,656,272,33,1712,1753,56.13
14597,5366,4,1,145,45,123,3439,9932,9.1
14598,5367,3,2,402,80,76,1001,1515,55.74
14600,5368,4,3,418,6,130,1772,6725,31.26
14605,5369,3,3,152,148,162,3846,4998,12.01
14608,5370,3,1,437,59,140,2160,6418,29.44
14611,5371,1,1,163,338,170,1210,1354,55.45
14612,5372,2,1,960,276,25,4474,9906,28.19
14615,5373,2,3,231,241,140,4745,4201,12.9
14618,5374,3,1,160,440,93,4749,2166,14.59
14623,5375,2,1,630,284,7,1603,7400,57.45
14626,5376,4,1,721,380,95,4950,1406,24.16
14627,5377,3,1,663,470,33,2955,2129,39.46
14629,5378,4,1,928,284,143,4864,4578,27.86
14632,5379,2,3,442,493,16,3291,4205,28.9
14635,5380,1,1,8,267,148,1994,1300,21.21
14636,5381,1,3,241,491,163,4199,7976,21.31
14638,5382,4,2,231,461,170,2104,1052,40.97
14643,5383,1,1,727,93,174,2828,5579,35.15
14644,5384,3,1,516,69,70,1641,6753,39.91
14645,5385,1,2,425,135,91,3083,8307,21.12
14647,5386,4,1,207,366,20,1019,5674,58.19
14652,5387,3,2,820,153,185,1227,9546,94.38
14653,5388,2,1,122,50,142,1474,8914,21.3
14658,5389,4,3,303,477,122,1864,3106,48.39
14660,5390,1,3,153,437,172,2984,3696,25.54
14662,5391,1,1,783,264,21,4199,2806,25.43
14664,5392,3,1,627,202,10,1036,2371,80.98
14672,5393,3,2,122,288,114,3902,7412,13.43
14674,5394,1,2,560,59,193,4406,7189,18.43
14675,5395,4,2,158,175,133,1919,4730,24.28
14677,5396,3,2,877,294,116,1730,4608,74.39
14678,5397,4,1,451,486,185,3920,2890,28.62
14680,5398,2,3,546,205,159,2652,1315,34.31
14681,5399,4,1,537,351,58,4851,5725,19.5
14685,5400,1,2,76,364,166,3216,5436,18.84
14686,5401,3,1,179,204,13,2316,4600,17.1
14689,5402,1,1,131,334,119,1485,2456,39.33
14693,5403,4,1,254,218,173,3421,1793,18.85
14704,5404,2,1,996,41,193,1468,3872,83.79
14707,5405,3,1,162,91,31,962,9262,29.52
14708,5406,1,1,228,220,81,3345,7622,15.81
14709,5407,2,2,100,36,41,3758,1402,4.71
14712,5408,4,3,907,91,101,1771,7781,62.06
14714,5409,1,1,976,448,54,3931,3347,37.6
14716,5410,3,1,692,80,42,4036,5330,20.17
14717,5411,3,1,591,12,139,4879,8841,15.21
14719,5412,3,1,79,296,30,3752,4904,10.79
14722,5413,4,3,491,215,51,4668,1663,16.22
14727,5414,4,1,340,113,147,3414,5688,17.57
14731,5415,4,1,805,299,60,3236,1833,35.97
14735,5416,3,1,283,193,177,4065,5663,16.06
14739,5417,3,1,870,376,88,2509,6813,53.17
14741,5418,4,3,999,410,127,2537,1388,60.54
14742,5419,3,1,93,332,46,1081,7798,43.57
14744,5420,1,1,516,249,100,2680,2609,32.28
14747,5421,3,2,807,138,61,4923,6898,20.43
14748,5422,3,3,859,12,101,3750,6140,25.92
14750,5423,4,2,844,74,99,3993,6343,25.47
14755,5424,2,1,867,146,191,4182,7006,28.79
14761,5425,3,1,573,218,193,2746,6824,35.83
14768,5426,1,3,691,161,102,1991,5610,47.92
14770,5427,2,1,53,206,96,2502,5436,14.19
14776,5428,1,1,402,50,117,3638,2346,15.64
14778,5429,4,2,986,54,75,4198,4585,26.56
14779,5430,2,1,150,86,196,1884,4381,22.93
14782,5431,4,3,12,289,33,3252,8372,10.27
14783,5432,4,1,41,374,200,1665,7068,36.94
14788,5433,2,3,170,247,131,1906,7072,28.75
14790,5434,3,1,846,353,192,1564,2484,88.94
14795,5435,2,2,208,428,197,3437,6975,24.24
14797,5436,1,1,974,415,93,2170,7192,68.29
14803,5437,1,1,162,16,182,3599,9034,10.0
14804,5438,1,1,851,485,67,2560,5849,54.8
14805,5439,1,1,738,301,155,4724,8589,25.28
14806,5440,3,2,451,393,198,3164,7183,32.93
14809,5441,4,1,990,402,101,3851,9357,38.77
14814,5442,1,1,989,419,68,1661,4602,88.86
14816,5443,4,1,204,471,114,4183,4392,18.86
14817,5444,1,1,170,499,5,3201,1391,21.06
14821,5445,2,1,668,217,193,2834,3926,38.04
14824,5446,2,1,348,8,149,3528,6513,14.31
14826,5447,3,3,152,356,95,896,5773,67.3
14828,5448,2,1,439,65,90,3836,9649,15.48
14833,5449,1,1,20,44,9,2498,4518,2.92
14840,5450,2,1,592,61,24,4748,5184,14.26
14842,5451,1,3,746,233,151,1401,4268,80.66
14844,5452,4,3,876,436,199,3238,1910,46.66
14847,5453,3,1,147,172,178,4471,5836,11.12
14851,5454,2,3,926,67,54,1565,9038,66.9
14854,5455,4,1,574,164,19,4892,8277,15.47
14857,5456,1,1,930,170,114,4071,7652,29.82
14860,5457,2,1,732,396,71,4011,5513,29.89
