audience_id,Audience Gender,Audience Age,Audience Location,Audience Interests
2651,Male,22,Saint Kitts and Nevis,two
2652,Female,61,Israel,lead
2653,Female,32,Slovenia,oil
2654,Female,30,British Indian Ocean Territory (Chagos Archipelago),series
2655,Other,22,Malta,pick
2656,Other,46,Monaco,forget
2657,Male,49,Tokelau,drive
2658,Other,41,Bangladesh,first
2659,Male,43,Nigeria,sea
2660,Male,48,China,difference
2661,Other,60,Mozambique,performance
2662,Other,54,Syrian Arab Republic,eat
2663,Other,54,Tunisia,lose
2664,Female,35,Saint Helena,line
2665,Male,32,Namibia,century
2666,Female,48,Lebanon,support
2667,Male,32,Lao People's Democratic Republic,start
2668,Male,57,Bhutan,economy
2669,Other,28,Palau,simply
2670,Female,30,Cuba,number
2671,Female,47,Brunei Darussalam,either
2672,Female,22,Niger,western
2673,Female,51,Antigua and Barbuda,way
2674,Female,48,Croatia,while
2675,Female,50,Costa Rica,continue
2676,Female,53,Australia,since
2677,Male,59,Palau,degree
2678,Female,65,Bosnia and Herzegovina,writer
2679,Female,59,Liechtenstein,senior
2680,Male,39,Ghana,officer
2681,Female,33,United Kingdom,act
2682,Other,65,Sweden,forget
2683,Female,60,Cape Verde,reflect
2684,Female,58,El Salvador,by
2685,Female,28,Monaco,run
2686,Other,47,Seychelles,pass
2687,Male,28,New Caledonia,might
2688,Other,58,Equatorial Guinea,agreement
2689,Male,26,Bermuda,want
2690,Female,52,Turkey,feeling
2691,Male,50,Burundi,Mrs
2692,Male,30,Costa Rica,address
2693,Other,29,Brazil,summer
2694,Female,64,Lebanon,doctor
2695,Female,33,Iraq,then
2696,Female,47,French Polynesia,several
2697,Male,57,Denmark,sometimes
2698,Female,35,Jordan,all
2699,Male,56,Tokelau,prevent
2700,Male,42,Papua New Guinea,various
2701,Female,36,French Southern Territories,bed
2702,Female,65,Turkmenistan,ago
2703,Male,58,Greenland,whose
2704,Male,50,Yemen,new
2705,Other,52,Denmark,suffer
2706,Other,38,Cote d'Ivoire,interesting
2707,Other,51,British Indian Ocean Territory (Chagos Archipelago),view
2708,Male,41,Netherlands Antilles,western
2709,Other,58,Ireland,service
2710,Female,61,Korea,church
2711,Male,18,Guyana,part
2712,Female,59,French Guiana,serious
2713,Male,54,Canada,manage
2714,Male,22,Turkmenistan,whole
2715,Female,33,Australia,pretty
2716,Male,64,Saint Lucia,cost
2717,Female,24,Burundi,form
2718,Male,42,Belgium,top
2719,Male,60,Moldova,ready
2720,Male,19,Bolivia,pick
2721,Male,63,Suriname,sign
2722,Male,23,Samoa,fear
2723,Female,28,Malawi,organization
2724,Male,23,Jamaica,care
2725,Female,44,Faroe Islands,across
2726,Female,39,South Africa,short
2727,Female,32,Anguilla,measure
2728,Other,39,Saint Kitts and Nevis,ready
2729,Female,65,Japan,our
2730,Female,30,Italy,bill
2731,Female,33,Kenya,kitchen
2732,Female,46,Taiwan,human
2733,Other,51,Tuvalu,fast
2734,Other,44,Saint Barthelemy,improve
2735,Male,22,Austria,together
2736,Male,23,Cameroon,arrive
2737,Other,38,Mayotte,turn
2738,Male,23,Botswana,early
2739,Male,34,Saint Kitts and Nevis,management
2740,Other,36,Latvia,perhaps
2741,Male,61,Montserrat,safe
2742,Male,37,New Caledonia,herself
2743,Male,35,Finland,right
2744,Other,48,Colombia,join
2745,Other,60,Brunei Darussalam,address
2746,Other,35,Heard Island and McDonald Islands,standard
2747,Female,62,Comoros,behind
2748,Other,54,Saint Barthelemy,learn
2749,Male,21,Germany,themselves
2750,Female,58,Niger,soldier
2751,Female,32,Saint Barthelemy,buy
2752,Other,29,Mexico,area
2753,Male,28,Dominican Republic,there
2754,Other,52,Congo,theory
2755,Female,22,Angola,science
2756,Male,52,Nigeria,onto
2757,Other,44,Aruba,month
2758,Other,33,Belarus,water
2759,Other,34,Mali,goal
2760,Other,65,Guyana,dinner
2761,Other,64,Ethiopia,physical
2762,Other,64,Nepal,easy
2763,Female,62,Guam,body
2764,Male,52,Cameroon,on
2765,Male,39,Djibouti,on
2766,Other,60,Western Sahara,from
2767,Other,58,Macao,during
2768,Other,39,Guyana,data
2769,Other,31,Niger,fine
2770,Other,39,Saint Barthelemy,break
2771,Male,23,Greenland,price
2772,Other,57,Israel,news
2773,Female,27,French Polynesia,middle
2774,Female,52,Zimbabwe,population
2775,Male,18,Botswana,sure
2776,Female,62,Swaziland,degree
2777,Male,53,Congo,while
2778,Other,34,Saint Helena,grow
2779,Female,21,Uganda,brother
2780,Other,54,Indonesia,than
2781,Female,61,Ecuador,start
2782,Male,48,Pitcairn Islands,because
2783,Male,40,Maldives,already
2784,Male,55,New Caledonia,star
2785,Female,21,Lesotho,voice
2786,Female,18,Algeria,toward
2787,Male,40,Northern Mariana Islands,even
2788,Male,29,Falkland Islands (Malvinas),save
2789,Female,49,Qatar,service
2790,Female,21,Uzbekistan,spend
2791,Other,23,Samoa,military
2792,Male,44,Vietnam,care
2793,Other,21,French Polynesia,girl
2794,Female,61,Sao Tome and Principe,summer
2795,Other,58,Sao Tome and Principe,though
2796,Other,44,Bhutan,fact
2797,Other,53,Saint Kitts and Nevis,natural
2798,Other,28,Guadeloupe,time
2799,Male,25,Monaco,food
2800,Female,55,Nigeria,reach
2801,Female,30,Belgium,candidate
2802,Female,49,Faroe Islands,war
2803,Other,30,Netherlands,read
2804,Other,21,Korea,yeah
2805,Male,36,India,various
2806,Female,63,Kenya,economic
2807,Other,35,Anguilla,organization
2808,Female,45,Austria,establish
2809,Other,63,Vietnam,seem
2810,Male,34,Nigeria,reduce
2811,Other,23,Bermuda,black
2812,Other,48,United States Virgin Islands,near
2813,Other,45,Sao Tome and Principe,note
2814,Female,64,Malta,building
2815,Male,52,Mauritius,upon
2816,Female,51,Yemen,with
2817,Female,57,Bolivia,admit
2818,Female,36,Afghanistan,edge
2819,Other,54,Isle of Man,cup
2820,Other,36,Iraq,buy
2821,Female,38,Isle of Man,until
2822,Other,40,Maldives,open
2823,Other,25,Oman,course
2824,Male,58,Tanzania,account
2825,Other,52,Solomon Islands,discuss
2826,Other,48,Heard Island and McDonald Islands,enjoy
2827,Female,50,Lithuania,walk
2828,Female,43,Gibraltar,board
2829,Other,38,Bhutan,play
2830,Other,48,Brunei Darussalam,authority
2831,Male,29,Anguilla,continue
2832,Male,45,Aruba,program
2833,Other,56,Belize,million
2834,Other,35,Canada,reach
2835,Other,32,Dominican Republic,price
2836,Other,28,Slovakia (Slovak Republic),notice
2837,Other,53,Portugal,enough
2838,Male,32,Canada,moment
2839,Other,55,Kenya,must
2840,Other,39,Lesotho,goal
2841,Male,31,Malta,customer
2842,Female,54,Belize,production
2843,Other,30,Gambia,check
2844,Female,26,Nepal,floor
2845,Male,35,Liechtenstein,still
2846,Female,22,Mozambique,create
2847,Female,55,Aruba,thousand
2848,Other,24,Benin,remember
2849,Other,61,Libyan Arab Jamahiriya,safe
2850,Female,57,Mozambique,unit
2851,Other,25,Isle of Man,final
2852,Male,52,Qatar,street
2853,Other,29,Ethiopia,risk
2854,Other,48,Equatorial Guinea,window
2855,Other,57,Bangladesh,chair
2856,Female,61,Macao,between
2857,Male,50,Czech Republic,seven
2858,Other,51,El Salvador,inside
2859,Other,41,Sudan,quickly
2860,Male,60,Grenada,so
2861,Female,62,Bermuda,inside
2862,Male,30,Finland,themselves
2863,Female,41,Switzerland,medical
2864,Other,45,Palestinian Territory,bar
2865,Male,60,Nigeria,light
2866,Male,33,Benin,visit
2867,Female,24,Puerto Rico,quality
2868,Other,61,Tajikistan,public
2869,Male,40,France,computer
2870,Male,24,Cook Islands,past
2871,Female,45,Belarus,professor
2872,Other,40,Suriname,often
2873,Female,56,New Caledonia,health
2874,Other,28,Afghanistan,affect
2875,Other,30,Christmas Island,traditional
2876,Female,56,British Virgin Islands,executive
2877,Other,22,Oman,you
2878,Male,25,Swaziland,card
2879,Other,28,Algeria,every
2880,Male,41,Vanuatu,police
2881,Other,54,Guyana,positive
2882,Male,60,Ireland,dream
2883,Male,50,Antigua and Barbuda,finish
2884,Female,43,Brazil,sister
2885,Other,26,Greece,see
2886,Male,59,Cameroon,second
2887,Other,61,French Guiana,know
2888,Male,40,Western Sahara,including
2889,Female,40,Northern Mariana Islands,bank
2890,Other,58,Honduras,former
2891,Female,49,French Polynesia,we
2892,Female,47,Kenya,pressure
2893,Female,31,Chad,war
2894,Other,62,Papua New Guinea,Mr
2895,Female,28,Argentina,his
2896,Male,30,Seychelles,usually
2897,Other,42,Argentina,bank
2898,Other,58,San Marino,national
2899,Female,45,Bangladesh,decide
2900,Female,41,Pakistan,southern
2901,Male,57,Chile,quality
2902,Other,45,United States Virgin Islands,yes
2903,Other,62,Colombia,where
2904,Other,47,Belarus,change
2905,Male,43,Madagascar,station
2906,Female,25,American Samoa,recognize
2907,Other,27,Zambia,imagine
2908,Female,60,Chile,technology
2909,Female,63,Nepal,man
2910,Other,29,Mozambique,large
2911,Male,37,Uganda,program
2912,Female,26,Antarctica (the territory South of 60 deg S),institution
2913,Male,45,Bahamas,lose
2914,Other,27,Panama,then
2915,Female,31,Palestinian Territory,myself
2916,Other,45,Monaco,direction
2917,Male,51,Isle of Man,news
2918,Female,33,Namibia,current
2919,Other,50,South Georgia and the South Sandwich Islands,pattern
2920,Female,36,Rwanda,general
2921,Female,40,Peru,art
2922,Male,40,Lesotho,cover
2923,Female,62,Belize,man
2924,Other,36,Aruba,appear
2925,Female,58,North Macedonia,college
2926,Male,42,Pitcairn Islands,tell
2927,Male,34,Central African Republic,discuss
2928,Male,22,El Salvador,debate
2929,Female,63,Vietnam,dog
2930,Female,41,Sri Lanka,until
2931,Other,64,Qatar,approach
2932,Other,64,Austria,off
2933,Male,64,Bahrain,really
2934,Female,23,Congo,second
2935,Female,63,Greece,partner
2936,Other,38,Vanuatu,one
2937,Male,33,Macao,time
2938,Other,56,United Kingdom,environmental
2939,Other,43,Kuwait,onto
2940,Male,40,Palestinian Territory,walk
2941,Male,28,Liberia,current
2942,Other,23,Switzerland,radio
2943,Female,52,Japan,bring
2944,Other,18,Guatemala,everyone
2945,Male,49,Mauritania,no
2946,Male,24,Macao,door
2947,Other,26,Rwanda,understand
2948,Male,60,Falkland Islands (Malvinas),measure
2949,Other,63,Uruguay,Mrs
2950,Female,65,Hungary,whether
2951,Male,30,Andorra,difficult
2952,Male,33,Samoa,get
2953,Other,54,Malawi,customer
2954,Male,63,Canada,before
2955,Other,33,Colombia,spend
2956,Male,59,Falkland Islands (Malvinas),treatment
2957,Other,59,Marshall Islands,as
2958,Male,47,Benin,church
2959,Male,49,Eritrea,hear
2960,Male,46,Nauru,full
2961,Female,62,Jersey,recognize
2962,Male,20,Monaco,language
2963,Other,42,Isle of Man,country
2964,Male,18,Nauru,student
2965,Other,53,Liberia,per
2966,Other,46,Moldova,full
2967,Male,29,Northern Mariana Islands,network
2968,Female,62,Venezuela,often
2969,Male,60,Korea,child
2970,Male,55,Chile,nor
2971,Female,50,Bouvet Island (Bouvetoya),pay
2972,Male,55,Eritrea,area
2973,Other,65,Saint Martin,article
2974,Male,43,Congo,have
2975,Female,58,Turks and Caicos Islands,although
2976,Female,37,Guadeloupe,little
2977,Male,32,Bermuda,spend
2978,Male,27,Philippines,save
2979,Other,20,Saint Pierre and Miquelon,audience
2980,Other,40,Botswana,new
2981,Female,53,United Arab Emirates,economy
2982,Other,63,Vietnam,realize
2983,Other,18,Nigeria,sure
2984,Other,60,Malta,area
2985,Other,51,American Samoa,will
2986,Other,44,Mexico,end
2987,Male,24,Costa Rica,college
2988,Male,58,Congo,beyond
2989,Female,22,Malawi,when
2990,Other,30,Serbia,knowledge
2991,Male,32,Tokelau,across
2992,Male,61,Nigeria,these
2993,Female,28,Rwanda,from
2994,Other,51,Bhutan,tend
2995,Other,43,North Macedonia,hundred
2996,Other,46,Myanmar,per
2997,Female,59,Norfolk Island,size
2998,Male,33,Tokelau,before
2999,Male,35,Myanmar,offer
3000,Other,62,Saint Lucia,level
3001,Male,35,Kiribati,tonight
3002,Other,64,Sweden,the
3003,Female,29,Greenland,final
3004,Other,37,Canada,audience
3005,Other,63,United States of America,marriage
3006,Female,41,Brazil,college
3007,Male,51,Hong Kong,surface
3008,Other,38,Cape Verde,newspaper
3009,Other,36,Bouvet Island (Bouvetoya),political
3010,Female,20,Japan,she
3011,Female,58,Argentina,threat
3012,Female,49,Venezuela,industry
3013,Female,25,Malawi,voice
3014,Male,48,Martinique,newspaper
3015,Male,30,Lebanon,lead
3016,Female,32,Belarus,available
3017,Male,51,Burundi,hand
3018,Male,31,Venezuela,any
3019,Female,21,Seychelles,with
3020,Other,36,Lithuania,produce
3021,Other,57,Cocos (Keeling) Islands,official
3022,Other,63,Greenland,deal
3023,Male,20,Bouvet Island (Bouvetoya),item
3024,Other,43,Vietnam,site
3025,Other,62,Azerbaijan,or
3026,Female,30,Central African Republic,voice
3027,Male,32,Saint Lucia,none
3028,Male,62,Guam,benefit
3029,Female,37,Algeria,prove
3030,Other,31,Marshall Islands,turn
3031,Female,42,Indonesia,throughout
3032,Other,20,United States Minor Outlying Islands,commercial
3033,Male,60,Seychelles,leave
3034,Male,21,Colombia,theory
3035,Male,61,Jamaica,claim
3036,Female,51,Rwanda,expect
3037,Other,39,Chile,appear
3038,Female,26,Sudan,example
3039,Other,47,Austria,large
3040,Male,56,Bouvet Island (Bouvetoya),relationship
3041,Other,56,New Zealand,realize
3042,Female,23,French Southern Territories,activity
3043,Female,40,New Caledonia,common
3044,Male,27,Cuba,think
3045,Other,23,Poland,condition
3046,Other,28,Pitcairn Islands,close
3047,Female,27,Latvia,home
3048,Female,58,Portugal,pattern
3049,Female,22,Mauritania,along
3050,Female,30,Mexico,position
3051,Male,53,Czech Republic,eye
3052,Female,21,Vanuatu,home
3053,Female,20,Bulgaria,same
3054,Female,46,Nepal,these
3055,Female,35,Micronesia,plant
3056,Male,21,Palestinian Territory,hand
3057,Male,45,Dominica,specific
3058,Female,39,Tanzania,remember
3059,Other,36,Christmas Island,open
3060,Female,30,Djibouti,support
3061,Female,59,Nauru,hit
3062,Female,21,Australia,different
3063,Female,47,Guam,with
3064,Other,28,Gambia,manager
3065,Female,37,Reunion,more
3066,Other,52,Ghana,both
3067,Female,63,Guernsey,analysis
3068,Other,26,Benin,down
3069,Male,64,Guinea,important
3070,Other,55,Timor-Leste,performance
3071,Female,21,Uzbekistan,detail
3072,Male,26,Sierra Leone,exactly
3073,Female,38,Qatar,great
3074,Male,19,Malta,sure
3075,Other,41,Argentina,model
3076,Male,56,Barbados,recognize
3077,Other,54,Sweden,option
3078,Other,30,Madagascar,several
3079,Male,62,Bulgaria,run
3080,Other,36,Libyan Arab Jamahiriya,that
3081,Male,24,Rwanda,boy
3082,Male,24,United Kingdom,then
3083,Other,22,Denmark,beat
3084,Other,57,Palestinian Territory,manage
3085,Female,53,Philippines,ever
3086,Male,63,Egypt,even
3087,Female,41,Philippines,remember
3088,Other,51,French Southern Territories,remember
3089,Other,28,Suriname,out
3090,Male,25,Israel,every
3091,Male,52,Benin,onto
3092,Male,58,Monaco,partner
3093,Other,20,United States of America,know
3094,Female,58,Costa Rica,yeah
3095,Other,60,United States Minor Outlying Islands,spend
3096,Other,26,Morocco,natural
3097,Other,52,Cyprus,with
3098,Male,65,Switzerland,health
3099,Other,51,North Macedonia,television
3100,Male,28,Isle of Man,why
3101,Male,40,Western Sahara,event
3102,Male,32,Dominican Republic,allow
3103,Female,37,Slovenia,I
3104,Other,55,French Polynesia,newspaper
3105,Other,42,Ethiopia,economic
3106,Female,38,Korea,inside
3107,Male,60,Brunei Darussalam,close
3108,Female,60,Bangladesh,option
3109,Other,29,Ghana,study
3110,Other,34,Colombia,across
3111,Other,41,Central African Republic,game
3112,Female,62,Russian Federation,plan
3113,Female,36,British Virgin Islands,machine
3114,Male,19,Egypt,break
3115,Female,64,Kiribati,dream
3116,Other,40,Croatia,road
3117,Male,62,Ecuador,through
3118,Other,35,Aruba,its
3119,Other,58,Poland,special
3120,Female,25,United States Virgin Islands,door
3121,Other,55,Bosnia and Herzegovina,make
3122,Other,35,United States of America,describe
3123,Other,53,Liechtenstein,final
3124,Other,49,Spain,outside
3125,Female,39,Fiji,idea
3126,Other,47,Tuvalu,artist
3127,Male,44,Holy See (Vatican City State),would
3128,Male,62,Norway,east
3129,Female,22,New Zealand,form
3130,Female,35,Anguilla,professor
3131,Female,64,Malta,contain
3132,Other,54,Cambodia,increase
3133,Male,51,Brazil,difference
3134,Male,39,Namibia,range
3135,Male,49,Northern Mariana Islands,size
3136,Female,21,Lesotho,rate
3137,Female,20,Timor-Leste,difference
3138,Female,36,Saint Lucia,low
3139,Male,52,United States of America,city
3140,Other,54,United Arab Emirates,clearly
3141,Other,57,Kuwait,best
3142,Female,48,Slovenia,name
3143,Male,47,Saint Vincent and the Grenadines,partner
3144,Male,49,Sweden,painting
3145,Male,56,Jamaica,enough
3146,Male,19,Kiribati,article
3147,Male,43,Puerto Rico,head
3148,Male,23,Togo,truth
3149,Male,57,Korea,seat
3150,Other,44,Honduras,staff
3151,Other,38,Hong Kong,data
3152,Female,38,Slovakia (Slovak Republic),us
3153,Female,25,Christmas Island,meet
3154,Other,59,Bahamas,figure
3155,Female,21,Lithuania,day
3156,Male,32,Thailand,evening
3157,Other,53,British Virgin Islands,strong
3158,Female,59,Pitcairn Islands,test
3159,Other,50,Burundi,social
3160,Female,33,Congo,yard
3161,Female,25,Isle of Man,audience
3162,Female,24,Cyprus,benefit
3163,Other,50,Argentina,far
3164,Female,49,Romania,often
3165,Female,33,Montserrat,move
3166,Female,51,Argentina,good
3167,Other,42,Korea,knowledge
3168,Female,33,Afghanistan,Democrat
3169,Female,38,Togo,field
3170,Female,33,Mexico,laugh
3171,Male,27,Italy,your
3172,Female,35,Uruguay,question
3173,Male,32,Philippines,or
3174,Female,52,Netherlands,fly
3175,Male,32,Botswana,decade
3176,Other,18,Turkey,simply
3177,Female,27,Central African Republic,trade
3178,Male,51,Oman,environmental
3179,Female,55,Anguilla,whole
3180,Female,49,Nigeria,series
3181,Female,37,Guadeloupe,forget
3182,Male,22,Heard Island and McDonald Islands,most
3183,Male,47,Vanuatu,article
3184,Female,25,Argentina,relationship
3185,Other,65,Australia,area
3186,Female,63,Saint Lucia,main
3187,Male,30,Comoros,community
3188,Female,40,Colombia,difference
3189,Female,35,Bermuda,free
3190,Other,37,Dominica,wonder
3191,Female,23,Sri Lanka,if
3192,Female,18,Turks and Caicos Islands,water
3193,Female,36,Armenia,hospital
3194,Male,48,Syrian Arab Republic,turn
3195,Female,52,India,hold
3196,Male,34,North Macedonia,pick
3197,Female,41,Central African Republic,green
3198,Male,57,Bouvet Island (Bouvetoya),laugh
3199,Other,45,United Kingdom,be
3200,Other,52,Bermuda,military
3201,Female,50,Cape Verde,continue
3202,Female,26,Monaco,western
3203,Other,40,Syrian Arab Republic,quite
3204,Other,37,Ireland,national
3205,Female,34,Ghana,miss
3206,Female,46,Dominica,bit
3207,Other,55,British Indian Ocean Territory (Chagos Archipelago),less
3208,Male,38,Uganda,foot
3209,Other,42,Costa Rica,put
3210,Male,38,Korea,beyond
3211,Female,57,Lao People's Democratic Republic,appear
3212,Other,26,Madagascar,reduce
3213,Male,27,Reunion,note
3214,Other,52,Comoros,mention
3215,Female,25,Honduras,rather
3216,Female,53,Namibia,too
3217,Male,53,Sweden,political
3218,Other,44,Micronesia,no
3219,Other,63,Togo,action
3220,Other,42,Norway,civil
3221,Other,52,Norfolk Island,side
3222,Male,30,Tanzania,interest
3223,Other,35,Samoa,feeling
3224,Male,23,Saint Martin,movement
3225,Female,63,Ukraine,may
3226,Female,45,Estonia,fill
3227,Male,50,Cape Verde,performance
3228,Female,43,Uzbekistan,than
3229,Other,60,Afghanistan,cultural
3230,Other,33,Azerbaijan,apply
3231,Female,64,Bhutan,eat
3232,Female,60,Russian Federation,religious
3233,Female,40,Ethiopia,agent
3234,Female,60,Sudan,friend
3235,Female,59,Liechtenstein,decide
3236,Female,29,Aruba,serious
3237,Other,25,Jordan,thus
3238,Other,41,Armenia,nice
3239,Other,31,Uzbekistan,really
3240,Male,32,New Zealand,car
3241,Female,34,Spain,whatever
3242,Female,61,Ethiopia,lawyer
3243,Male,49,Jordan,key
3244,Female,30,Ireland,make
3245,Male,45,Mauritania,western
3246,Other,29,Sierra Leone,hold
3247,Other,36,Belize,my
3248,Male,58,Falkland Islands (Malvinas),small
3249,Male,40,United States of America,line
3250,Other,25,Turkmenistan,improve
3251,Male,40,El Salvador,finish
3252,Male,18,Holy See (Vatican City State),choose
3253,Female,36,Estonia,film
3254,Male,23,Korea,own
3255,Female,56,Senegal,get
3256,Female,22,Ecuador,instead
3257,Male,48,Pakistan,need
3258,Other,37,Eritrea,affect
3259,Female,48,American Samoa,song
3260,Female,27,Greenland,near
3261,Female,61,Macao,represent
3262,Male,47,Belgium,walk
3263,Male,55,Kiribati,consider
3264,Other,37,Chad,task
3265,Other,54,Saint Lucia,then
3266,Other,54,Nepal,event
3267,Male,45,Saint Lucia,past
3268,Male,65,Suriname,place
3269,Male,55,Venezuela,room
3270,Male,61,Iceland,chair
3271,Female,56,Liechtenstein,treat
3272,Other,38,Vanuatu,without
3273,Other,26,Latvia,deep
3274,Male,38,Niger,heavy
3275,Other,63,Montenegro,ten
3276,Male,34,Iran,industry
3277,Other,57,Angola,party
3278,Male,49,Suriname,the
3279,Female,28,Poland,of
3280,Female,47,Tajikistan,challenge
3281,Male,22,Panama,opportunity
3282,Other,19,Belarus,between
3283,Other,20,Germany,sign
3284,Other,32,Jersey,black
3285,Male,33,Saudi Arabia,offer
3286,Female,20,American Samoa,listen
3287,Female,64,Myanmar,among
3288,Male,42,Samoa,side
3289,Female,27,United Arab Emirates,artist
3290,Other,57,Ethiopia,charge
3291,Female,42,Senegal,question
3292,Other,57,Malawi,as
3293,Other,60,Lebanon,if
3294,Female,43,Burundi,information
3295,Other,47,Dominican Republic,admit
3296,Other,24,United States Minor Outlying Islands,trial
3297,Male,61,Romania,film
3298,Other,27,Pakistan,home
3299,Male,35,Taiwan,cultural
3300,Male,56,Venezuela,where
3301,Female,39,Georgia,less
3302,Male,59,Guyana,before
3303,Other,36,New Zealand,crime
3304,Other,60,Eritrea,throw
3305,Female,64,Costa Rica,better
3306,Male,35,Togo,year
3307,Other,24,Holy See (Vatican City State),theory
3308,Other,60,Djibouti,heart
3309,Male,18,Bosnia and Herzegovina,society
3310,Female,27,Jersey,such
3311,Other,54,Chile,education
3312,Male,63,Burkina Faso,would
3313,Other,54,Netherlands Antilles,important
3314,Other,38,Gibraltar,interest
3315,Female,41,Colombia,hot
3316,Female,57,Poland,at
3317,Male,53,Senegal,spring
3318,Female,21,South Africa,measure
3319,Male,29,Portugal,particular
3320,Other,53,Japan,whose
3321,Female,33,Canada,specific
3322,Female,41,Niue,risk
3323,Female,36,Cote d'Ivoire,someone
3324,Other,19,Nauru,research
3325,Other,61,Faroe Islands,decision
3326,Male,41,Burkina Faso,college
3327,Other,25,British Indian Ocean Territory (Chagos Archipelago),hundred
3328,Male,45,Malawi,rich
3329,Other,62,Belarus,TV
3330,Other,48,Lesotho,partner
3331,Male,45,Nicaragua,purpose
3332,Other,58,Armenia,nation
3333,Female,28,Tunisia,face
3334,Other,55,Russian Federation,control
3335,Female,20,Netherlands,talk
3336,Other,26,South Africa,reveal
3337,Female,24,United States Virgin Islands,buy
3338,Male,18,Switzerland,good
3339,Female,42,Svalbard & Jan Mayen Islands,difficult
3340,Female,59,Saint Pierre and Miquelon,forget
3341,Other,20,Thailand,whatever
3342,Female,46,Luxembourg,represent
3343,Other,35,Eritrea,give
3344,Female,59,Sao Tome and Principe,yet
3345,Male,59,Singapore,generation
3346,Other,48,Benin,professor
3347,Male,47,Tokelau,song
3348,Female,52,North Macedonia,spend
3349,Female,37,Holy See (Vatican City State),loss
3350,Female,28,Pakistan,manager
3351,Female,62,Spain,decision
3352,Male,32,Argentina,significant
3353,Male,41,Armenia,sea
3354,Other,36,Papua New Guinea,generation
3355,Other,61,Serbia,home
3356,Female,47,Western Sahara,section
3357,Male,31,Uganda,picture
3358,Female,34,Congo,stuff
3359,Male,38,Belgium,seek
3360,Female,59,South Africa,myself
3361,Other,25,Sweden,stop
3362,Female,40,Guinea,tough
3363,Female,32,Haiti,investment
3364,Male,46,Cook Islands,huge
3365,Other,65,Tanzania,sea
3366,Female,46,Austria,know
3367,Male,44,Martinique,let
3368,Other,45,Papua New Guinea,market
3369,Male,33,Pitcairn Islands,energy
3370,Other,45,Senegal,scene
3371,Male,43,Latvia,local
3372,Male,19,Ukraine,care
3373,Male,31,Congo,own
3374,Female,55,Micronesia,share
3375,Other,41,Japan,culture
3376,Female,42,Kyrgyz Republic,discuss
3377,Female,36,Saint Helena,position
3378,Female,18,Estonia,dark
3379,Male,51,Northern Mariana Islands,tell
3380,Female,28,Guinea-Bissau,explain
3381,Male,29,Mauritius,right
3382,Male,57,Antarctica (the territory South of 60 deg S),serious
3383,Other,63,Australia,themselves
3384,Female,20,Malta,send
3385,Female,44,Namibia,onto
3386,Male,21,Ireland,wide
3387,Female,59,Netherlands,speak
3388,Female,58,Marshall Islands,window
3389,Female,28,Nigeria,ever
3390,Female,26,China,develop
3391,Male,42,Lebanon,vote
3392,Male,18,British Indian Ocean Territory (Chagos Archipelago),statement
3393,Female,60,France,necessary
3394,Female,26,Serbia,just
3395,Male,18,Bermuda,different
3396,Other,62,Vanuatu,should
3397,Female,25,Monaco,almost
3398,Other,51,Sri Lanka,thought
3399,Other,53,Svalbard & Jan Mayen Islands,however
3400,Female,59,Jersey,money
3401,Female,21,United States Minor Outlying Islands,really
3402,Male,25,Switzerland,TRUE
3403,Female,45,Malaysia,occur
3404,Female,23,Ecuador,decision
3405,Female,49,Czech Republic,compare
3406,Other,29,Mexico,each
3407,Female,35,China,reduce
3408,Male,57,Russian Federation,program
3409,Other,59,Togo,upon
3410,Other,51,Norfolk Island,score
3411,Other,43,Cyprus,away
3412,Female,60,Monaco,blood
3413,Female,43,Isle of Man,address
3414,Other,48,Netherlands Antilles,figure
3415,Female,45,Poland,need
3416,Male,21,Sweden,amount
3417,Female,63,Germany,present
3418,Female,57,Northern Mariana Islands,statement
3419,Other,60,Taiwan,audience
3420,Male,63,Romania,change
3421,Male,47,Libyan Arab Jamahiriya,market
3422,Female,40,Spain,cost
3423,Female,59,Czech Republic,professional
3424,Male,25,Saint Lucia,why
3425,Female,65,Greenland,interest
3426,Male,37,Turks and Caicos Islands,good
3427,Male,64,Sweden,law
3428,Female,53,Rwanda,wait
3429,Male,42,Argentina,laugh
3430,Other,63,Brazil,our
3431,Other,26,Papua New Guinea,get
3432,Other,27,Reunion,poor
3433,Male,30,Martinique,dog
3434,Other,29,Korea,play
3435,Other,52,Germany,have
3436,Male,65,Gambia,space
3437,Female,26,Switzerland,design
3438,Other,26,Senegal,hospital
3439,Male,52,Guinea,bank
3440,Female,36,Luxembourg,ok
3441,Female,45,Serbia,left
3442,Male,26,Suriname,husband
3443,Male,39,Guyana,if
3444,Other,44,Greenland,method
3445,Other,51,Greenland,learn
3446,Female,24,Malaysia,far
3447,Female,63,Tonga,morning
3448,Other,60,Turkey,seek
3449,Female,47,Bulgaria,once
3450,Other,22,Denmark,onto
3451,Male,36,Micronesia,price
3452,Female,36,Syrian Arab Republic,lawyer
3453,Male,44,Montenegro,floor
3454,Male,44,United States Virgin Islands,create
3455,Female,27,Luxembourg,course
3456,Other,56,Azerbaijan,attention
3457,Female,61,Montenegro,hot
3458,Female,43,Mali,easy
3459,Female,53,Pitcairn Islands,determine
3460,Other,50,Saint Barthelemy,before
3461,Other,44,Anguilla,go
3462,Other,35,Denmark,anything
3463,Female,62,Andorra,if
3464,Male,43,Thailand,rule
